cod_cliente,nome_completo,email,tipo_cliente,data_inclusao,cpfcnpj,endereco,cep,uf,tempo_como_cliente,idade
415,Thomas Pereira,fariasbernardo@example.org,Pessoa Física,2015-06-09 14:03:00,028.194.673-69,"Vereda de Campos, 31 Vila Sumaré 70152449 Vieira do Campo / SE",15155-764,Sergipe,120.46666666666667,30.0
420,Maria Cecília Pereira,eduarda82@example.org,Pessoa Física,2013-01-24 10:10:00,431.752.890-88,"Esplanada de Fernandes, 754 Vila Aeroporto 55518601 Ribeiro da Prata / AL",69843363,Alagoas,149.33333333333334,
459,Calebe Pereira,isabelly36@example.org,Pessoa Física,2019-11-05 10:33:00,376.458.209-00,Travessa Gabriel Fogaça São Cristóvão 29295-525 Freitas de Moura / MA,88159-092,Maranhão,66.8,
570,Vinicius Pereira,gomesgabriel@example.org,Pessoa Física,2021-12-14 10:13:00,304.867.192-78,"Campo Maria Cecília Cunha, 30 Vista Do Sol 20399598 da Mota de Minas / AM",21811673,Amazonas,41.13333333333333,33.0
690,Murilo Pereira,enovaes@example.org,Pessoa Física,2022-02-27 14:01:00,248.963.570-00,"Viaduto de Moreira, 77 Vila Nova Gameleira 3ª Seção 36353-876 Silva / AC",58926-121,Acre,38.63333333333333,38.0
747,Sabrina Pereira,iaraujo@example.org,Pessoa Física,2022-11-18 14:04:00,589.734.210-50,"Colônia da Mota, 97 Vila Satélite 99485026 Pereira Alegre / BA",52359-242,Bahia,29.833333333333332,56.0
806,Larissa Pereira,gfernandes@example.com,Pessoa Física,2018-05-02 13:32:00,721.083.496-69,"Estação Mariana da Luz, 415 Conjunto Jatoba 02240602 Teixeira / AM",88852254,Amazonas,85.2,
820,Clara Pereira,isadoramartins@example.com,Pessoa Física,2017-05-04 12:48:00,013.967.824-78,"Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",42454829,Mato Grosso do Sul,97.3,
905,Benício Pereira,diegomartins@example.org,Pessoa Física,2013-03-04 12:38:00,713.950.684-10,"Campo Sabrina Fernandes, 51 Aparecida 7Âª SeÃ§ão 82997893 da Rocha do Campo / AL",29896369,Alagoas,148.03333333333333,20.0
947,Mariana Pereira,mfogaca@example.org,Pessoa Física,2022-09-02 15:11:00,943.870.512-05,"Viaduto de Costa, 30 Das Industrias I 66789-389 Nogueira Alegre / PB",62135759,Paraíba,32.4,
111,Calebe Rezende,jvieira@example.org,Pessoa Física,2021-11-02 11:34:00,391.276.054-34,"Estrada Ana Sophia da Cruz, 739 Marçola 46229-871 Monteiro / RO",04736-349,Rondônia,42.53333333333333,
182,Vitor Gabriel Rezende,fernandesbianca@example.com,Pessoa Física,2020-11-04 12:06:00,468.903.721-31,"Trevo Ana Lívia Rocha, 65 Varzea Da Palma 54972834 Ramos / BA",12587-908,Bahia,54.63333333333333,
187,Maysa Rezende,yfogaca@example.org,Pessoa Física,2022-03-08 15:48:00,729.610.534-80,"Viela Novaes, 96 Vila Pilar 42684-816 Monteiro / RS",87469775,Rio Grande do Sul,38.333333333333336,
221,Sophie Rezende,lauraalmeida@example.org,Pessoa Física,2016-08-16 13:42:00,314.706.289-96,"Colônia Oliveira, 2 Outro 54229-031 Azevedo de Goiás / CE",96517-916,Ceará,106.0,
243,Danilo Rezende,cgoncalves@example.com,Pessoa Física,2017-04-01 14:23:00,043.159.687-57,Trevo Nascimento Jardinópolis 99876-792 Ribeiro / AL,95216172,Alagoas,98.4,
404,Ian Rezende,heloisabarros@example.net,Pessoa Física,2022-06-05 15:57:00,108.926.537-95,"Estrada de Lima, 19 Rio Branco 39661184 Aragão / TO",20897-575,Tocantins,35.36666666666667,54.0
482,Anthony Rezende,jfernandes@example.net,Pessoa Física,2019-08-23 11:22:00,740.935.612-06,"Trecho de Jesus, 5 Independência 70732-606 das Neves do Norte / DF",72954-765,Distrito Federal,69.26666666666667,
529,Francisco Rezende,clarice83@example.com,Pessoa Física,2020-03-23 15:22:00,435.892.601-06,"Rua de Campos, 94 Salgado Filho 52999-749 Araújo / TO",46837-336,Tocantins,62.166666666666664,
885,Sabrina Rezende,juannogueira@example.org,Pessoa Física,2018-03-01 15:45:00,260.438.975-47,"Viaduto das Neves, 379 Coração Eucarístico 96128-916 da Paz Alegre / DF",72048-406,Distrito Federal,87.26666666666667,74.0
41,Diego Ribeiro,yuri36@example.org,Pessoa Física,2020-02-28 12:44:00,061.278.594-76,Área Alves Mineirão 21993173 Silveira / RN,18233-667,Rio Grande do Norte,62.96666666666667,
144,Lavínia Ribeiro,maria-ceciliaviana@example.org,Pessoa Física,2022-04-06 14:46:00,073.146.958-57,"Distrito Julia Nogueira, 72 Conjunto Capitão Eduardo 05771549 Jesus / AL",84431718,Alagoas,37.36666666666667,
159,Isaac Ribeiro,xfarias@example.com,Pessoa Física,2022-06-24 13:01:00,524.108.367-71,"Sítio Farias, 47 Tirol 40205-749 Melo da Serra / RO",94207716,Rondônia,34.733333333333334,51.0
160,Maria Clara Ribeiro,azevedobianca@example.net,Pessoa Física,2019-11-02 16:31:00,634.178.509-75,"Lagoa de Sales, 67 Solar Do Barreiro 11113-671 Aragão de Viana / CE",68525237,Ceará,66.9,
203,Otávio Ribeiro,piresmaria-vitoria@example.com,Pessoa Física,2016-08-03 16:13:00,614.328.950-60,"Esplanada Silveira, 4 Fernão Dias 54477890 Freitas da Mata / PA",90460-313,Pará,106.43333333333334,
222,Luna Ribeiro,cavalcantijoaquim@example.com,Pessoa Física,2014-05-11 10:03:00,643.572.108-44,"Esplanada de Costela, 42 Vila Mangueiras 62327599 Aragão / SP",06445-888,São Paulo,133.6,
268,Heloísa Ribeiro,vitor-gabriel19@example.net,Pessoa Física,2016-07-06 16:25:00,502.867.493-00,"Residencial Lucas Gabriel Almeida, 634 Vista Alegre 56132889 Campos das Pedras / PB",20281879,Paraíba,107.36666666666666,
282,Alice Ribeiro,da-pazluiz-gustavo@example.net,Pessoa Física,2017-10-03 12:41:00,316.458.920-42,Lagoa de Oliveira Mirante 40346-315 Cunha / PB,08810-467,Paraíba,92.23333333333333,
284,Isabelly Ribeiro,davi12@example.org,Pessoa Física,2020-02-18 13:51:00,523.648.709-92,"Área de Souza, 32 Vila Jardim Leblon 33602-241 Vieira / GO",00023-304,Goiás,63.3,32.0
296,Caio Ribeiro,paulo52@example.com,Pessoa Física,2016-07-03 11:32:00,682.134.095-15,"Viaduto de Jesus, 23 Nossa Senhora Aparecida 16434898 da Mata do Sul / PR",17288-266,Paraná,107.46666666666667,
329,Mariana Ribeiro,maria-fernanda87@example.org,Pessoa Física,2019-06-25 15:18:00,149.682.035-51,"Feira Joaquim Duarte, 126 Serrano 37659718 Cavalcanti do Oeste / PB",7027312,Paraíba,71.23333333333333,49.0
405,Fernando Ribeiro,falves@example.org,Pessoa Física,2021-11-17 15:03:00,852.413.096-24,"Quadra João Vitor Nogueira, 132 Manacas 24012073 Nunes do Amparo / MA",61506780,Maranhão,42.03333333333333,52.0
430,Mariane Ribeiro,marinaporto@example.org,Pessoa Física,2013-08-16 11:02:00,625.847.193-55,"Rodovia de Alves, 200 Minaslandia 51402-995 da Cruz de Minas / MG",44708672,Minas Gerais,142.53333333333333,
466,Yago Ribeiro,nogueiraana-luiza@example.net,Pessoa Física,2022-10-26 14:13:00,306.895.247-65,"Trevo Moreira, 283 Vila Madre Gertrudes 4ª Seção 51556-674 Correia / PI",98105-954,Piauí,30.6,
697,Joana Ribeiro,juan52@example.net,Pessoa Física,2013-01-24 12:46:00,652.943.780-00,"Vale Lima, 362 Fazendinha 56574753 Alves / MS",53155-194,Mato Grosso do Sul,149.33333333333334,78.0
803,Daniel Ribeiro,joao80@example.net,Pessoa Física,2021-11-17 12:01:00,408.697.531-93,"Esplanada Viana, 5 Caiçaras 45457828 da Cruz / SC",47382-055,Santa Catarina,42.03333333333333,
861,Beatriz Ribeiro,xjesus@example.org,Pessoa Física,2018-07-15 11:31:00,250.946.183-42,"Trevo Ana Laura Rezende, 126 Caetano Furquim 81745943 Moreira / PE",06168-064,Pernambuco,82.73333333333333,
115,Kamilly da Cruz,peixotoana-carolina@example.com,Pessoa Física,2013-01-16 15:15:00,604.357.892-10,"Loteamento de Pereira, 58 João Pinheiro 31429-332 Araújo / PB",48067-920,Paraíba,149.6,
123,Ana Laura da Cruz,luccadas-neves@example.net,Pessoa Física,2021-10-16 15:35:00,097.321.865-77,"Passarela Ferreira, 8 Guaratã 82155838 Silva / MA",22511466,Maranhão,43.1,21.0
344,Matheus da Cruz,viniciusnogueira@example.org,Pessoa Física,2022-05-25 13:35:00,537.648.290-10,"Lagoa Jesus, 867 Delta 68958-813 Pereira de Peixoto / PE",48430-435,Pernambuco,35.733333333333334,75.0
351,Calebe da Cruz,isabelda-cruz@example.com,Pessoa Física,2020-08-19 16:52:00,340.981.267-96,"Estrada de Ramos, 663 Juliana 96893-650 da Luz / SP",67309619,São Paulo,57.2,
440,Bruna da Cruz,maria-juliaalmeida@example.org,Pessoa Física,2022-03-02 11:10:00,213.075.698-03,"Quadra de da Paz, 57 São Tomaz 90868897 Nunes / MA",49195976,Maranhão,38.53333333333333,
488,Juliana da Cruz,lmoura@example.com,Pessoa Física,2022-07-16 10:16:00,215.376.908-68,"Via Viana, 79 Vila Bandeirantes 39510-213 Peixoto de da Cunha / PE",9373098,Pernambuco,34.0,
531,João Guilherme da Cruz,maria-alice81@example.com,Pessoa Física,2020-04-17 13:12:00,270.365.981-40,"Estrada Isabel Gonçalves, 87 Vila Maria 70492743 da Luz do Norte / AC",62782-097,Acre,61.333333333333336,
542,Sabrina da Cruz,matheus57@example.com,Pessoa Física,2022-06-02 11:54:00,240.538.769-74,"Vale João Pedro Caldeira, 64 Minas Brasil 73891-995 Alves / RJ",32727103,Rio de Janeiro,35.46666666666667,
547,Gabrielly da Cruz,mcardoso@example.net,Pessoa Física,2013-04-04 15:11:00,671.489.023-04,"Núcleo de Costela, 58 João Alfredo 14810-102 Souza do Amparo / PI",69264-380,Piauí,147.0,
652,Fernanda da Cruz,vda-rocha@example.net,Pessoa Física,2020-10-23 15:23:00,036.419.278-03,"Largo Cecília Castro, 14 Alto Caiçaras 47705-021 Rocha / AL",69878-651,Alagoas,55.03333333333333,
679,Sabrina da Cruz,tramos@example.com,Pessoa Física,2019-01-08 15:11:00,681.924.530-06,Praça Leandro Pereira Satelite 36646-753 Gomes / PA,80537881,Pará,76.83333333333333,75.0
725,Elisa da Cruz,barbaraalmeida@example.com,Pessoa Física,2020-01-11 14:13:00,841.623.507-44,"Vila Maria Luiza Rezende, 18 Vila Jardim Alvorada 38369-203 da Paz / PI",60556-393,Piauí,64.56666666666666,48.0
793,Rebeca da Cruz,msouza@example.com,Pessoa Física,2020-05-03 15:46:00,538.197.642-91,Aeroporto de da Cunha Nova Cachoeirinha 33721-367 da Luz Alegre / RS,41051300,Rio Grande do Sul,60.8,
78,Thomas da Mata,udias@example.net,Pessoa Física,2019-12-27 12:52:00,603.457.918-00,"Via Rafaela da Rosa, 31 Castelo 42124264 Martins da Prata / SC",77149-544,Santa Catarina,65.06666666666666,72.0
136,Sarah da Mata,maria-alice25@example.com,Pessoa Física,2021-03-24 13:43:00,650.294.371-34,"Recanto João Miguel da Cruz, 40 Araguaia 02128-311 da Mota do Galho / AC",62165837,Acre,49.96666666666667,
167,Sarah da Mata,nsouza@example.org,Pessoa Física,2021-08-21 14:10:00,096.187.354-00,"Condomínio de Ferreira, 60 Salgado Filho 72295750 da Paz / RJ",16431535,Rio de Janeiro,44.96666666666667,
183,Júlia da Mata,rda-paz@example.org,Pessoa Física,2019-12-19 14:01:00,950.862.473-65,Travessa Murilo Farias Castanheira 58338626 Freitas / GO,7445060,Goiás,65.33333333333333,77.0
240,Henrique da Mata,joao-lucas39@example.net,Pessoa Física,2021-03-16 14:29:00,025.834.167-07,"Viaduto Ana Vitória Costa, 34 Vila Piratininga 74307-604 Santos / RS",93532415,Rio Grande do Sul,50.233333333333334,
310,Bernardo da Mata,milena53@example.org,Pessoa Física,2020-11-04 13:05:00,573.492.618-37,Avenida Rafael Costa Nova Suíça 22991815 Cunha Verde / GO,05675-228,Goiás,54.63333333333333,72.0
326,Lorenzo da Mata,nascimentoigor@example.org,Pessoa Física,2018-01-27 14:50:00,561.230.978-30,"Núcleo Theo Pinto, 91 Senhor Dos Passos 98613141 Freitas do Oeste / PB",40974811,Paraíba,88.36666666666666,61.0
340,Alexia da Mata,isabel63@example.com,Pessoa Física,2022-02-15 12:44:00,507.142.839-32,Rua Amanda Novaes Vila São João Batista 88009706 da Rosa / SP,19736544,São Paulo,39.03333333333333,
393,Alexia da Mata,nunesluiz-felipe@example.net,Pessoa Física,2022-10-27 16:27:00,567.294.380-29,"Fazenda de Araújo, 40 Nova Granada 80500197 Fogaça / CE",68814494,Ceará,30.566666666666666,
485,Vinicius da Mata,melotheo@example.com,Pessoa Física,2017-09-23 11:16:00,541.703.629-34,"Praça de Costa, 65 Vila Ipiranga 85905-432 Almeida / RO",86898-227,Rondônia,92.56666666666666,
525,Amanda da Mata,oliveiraolivia@example.com,Pessoa Física,2012-05-03 13:10:00,607.891.234-87,Esplanada de da Cruz Pilar 11944-945 Pereira / MA,45539156,Maranhão,158.2,
546,Augusto da Mata,kmoraes@example.org,Pessoa Física,2019-12-14 16:56:00,409.361.582-98,"Setor Pires, 39 Minas Brasil 64587409 Pires do Amparo / AC",83642191,Acre,65.5,
585,Luiz Fernando da Mata,heloisa95@example.com,Pessoa Física,2022-10-20 11:04:00,371.906.528-68,"Favela Manuela Pires, 80 Vila Minaslandia 95128146 Teixeira Paulista / AL",98547-972,Alagoas,30.8,
618,Davi Lucas da Mata,erick64@example.org,Pessoa Física,2018-12-14 11:23:00,721.036.498-69,"Trevo Gustavo da Conceição, 54 Jardim Guanabara 62295901 Monteiro do Galho / DF",88416-256,Distrito Federal,77.66666666666667,66.0
742,Ana Sophia da Mata,npinto@example.org,Pessoa Física,2019-05-17 15:36:00,293.541.806-98,"Loteamento de da Rocha, 96 Santa Isabel 19282-292 Castro de Gomes / PI",63638-761,Piauí,72.53333333333333,
760,Lucca da Mata,freitasmurilo@example.org,Pessoa Física,2013-04-27 10:08:00,836.429.107-69,"Feira Alves, 65 Vila Petropolis 62254661 da Mota de Minas / MS",56414647,Mato Grosso do Sul,146.23333333333332,
812,Heitor da Mata,joao-pedrocunha@example.net,Pessoa Física,2018-10-24 12:26:00,012.675.934-07,"Parque Ramos, 60 Olaria 10760399 Gomes de Barbosa / SP",70976-910,São Paulo,79.36666666666666,
998,Alexandre da Mata,ccunha@example.org,Pessoa Física,2013-11-07 13:05:00,913.845.602-89,"Rodovia Alícia Silveira, 86 Pompéia 71107-614 Silva do Amparo / RS",16889847,Rio Grande do Sul,139.76666666666668,
47,Vinicius da Mota,mendeseduarda@example.net,Pessoa Física,2021-12-07 11:46:00,270.596.138-03,"Jardim Cavalcanti, 319 Santa Amelia 83518323 da Paz dos Dourados / MS",45833752,Mato Grosso do Sul,41.36666666666667,
54,Luana da Mota,mendesguilherme@example.com,Pessoa Física,2017-09-08 12:55:00,478.925.013-04,"Sítio Maysa Nunes, 376 Ventosa 21912-741 Ferreira Paulista / SE",58810090,Sergipe,93.06666666666666,22.0
85,Pedro Henrique da Mota,barrossabrina@example.org,Pessoa Física,2010-10-04 13:19:00,256.847.910-85,"Fazenda de Almeida, 70 Conjunto Califórnia I 19254475 Rodrigues Alegre / SE",84785-656,Sergipe,177.43333333333334,
138,Davi Lucas da Mota,portovitor-gabriel@example.com,Pessoa Física,2018-04-06 10:08:00,734.560.218-44,"Condomínio Ribeiro, 83 Santa Rita 43035840 Moreira do Oeste / ES",50910135,Espírito Santo,86.06666666666666,60.0
163,Luiz Gustavo da Mota,julialopes@example.org,Pessoa Física,2020-07-26 14:45:00,093.856.741-10,"Praça de da Cruz, 98 Tirol 76308996 da Costa de Oliveira / RN",29259296,Rio Grande do Norte,58.0,69.0
198,Vitor da Mota,castroerick@example.com,Pessoa Física,2016-09-09 11:33:00,340.728.156-08,"Conjunto Cardoso, 45 Vila Bandeirantes 41654598 Duarte / DF",62913-346,Distrito Federal,105.2,
389,Isabelly da Mota,emillyalmeida@example.net,Pessoa Física,2021-12-13 13:02:00,275.386.094-74,Distrito Barbosa Maria Tereza 98433-264 Azevedo do Galho / PE,9722268,Pernambuco,41.166666666666664,
394,Joana da Mota,silvadanilo@example.com,Pessoa Física,2016-12-21 13:31:00,872.405.613-80,"Aeroporto de Nogueira, 90 Vila Piratininga Venda Nova 74845178 Rocha de Fogaça / GO",40557-484,Goiás,101.76666666666667,55.0
464,João Felipe da Mota,rdas-neves@example.com,Pessoa Física,2021-04-20 10:09:00,156.729.083-30,"Conjunto de Costela, 452 Jardim Alvorada 25570466 Silveira de Pereira / SC",46903-963,Santa Catarina,49.06666666666667,34.0
518,Maria Sophia da Mota,gabrielly74@example.net,Pessoa Física,2015-10-03 14:31:00,456.029.378-38,"Largo de Correia, 42 Palmares 35281954 Mendes do Norte / CE",70049512,Ceará,116.6,
684,Beatriz da Mota,vgoncalves@example.com,Pessoa Física,2020-03-14 11:55:00,692.435.078-00,"Parque Teixeira, 91 Lourdes 39343662 das Neves do Galho / SP",90910-527,São Paulo,62.46666666666667,37.0
702,André da Mota,juannogueira@example.com,Pessoa Física,2017-05-25 15:10:00,876.104.953-01,Esplanada Mariane FogaÃ§a Boa União 2Âª SeÃ§ão 51644-388 Viana / CE,9413343,Ceará,96.6,
755,Giovanna da Mota,pereiraraquel@example.net,Pessoa Física,2019-05-27 13:47:00,872.456.019-76,"Feira da Paz, 25 Dona Clara 51727-260 Cunha da Serra / DF",55887339,Distrito Federal,72.2,
777,Pietro da Mota,maysa47@example.org,Pessoa Física,2022-01-07 13:03:00,938.067.524-00,"Lagoa de Nunes, 343 Madri 72186-807 Rocha / MT",28353-018,Mato Grosso,40.333333333333336,76.0
816,Luna da Mota,alexiaviana@example.net,Pessoa Física,2017-04-18 15:01:00,371.690.485-66,"Viaduto de Ribeiro, 7 Ápia 14405-099 Ferreira / ES",38080-346,Espírito Santo,97.83333333333333,
848,Maysa da Mota,maria-julia26@example.org,Pessoa Física,2022-10-14 14:02:00,068.317.429-04,"Estrada de Cardoso, 89 Novo Tupi 28144003 Novaes / MG",65236138,Minas Gerais,31.0,41.0
876,Enzo Gabriel da Mota,ucastro@example.net,Pessoa Física,2019-04-17 11:01:00,051.386.724-44,"Praça Araújo, 3 Campo Alegre 29924502 Gonçalves do Galho / BA",87757-995,Bahia,73.53333333333333,40.0
913,Ana Clara da Mota,cardosogabriela@example.net,Pessoa Física,2021-10-08 14:19:00,061.742.598-11,Fazenda Ana Júlia da Luz Mariano De Abreu 32644-259 Castro / PE,94039952,Pernambuco,43.36666666666667,
83,Eduardo da Rosa,alexia28@example.com,Pessoa Física,2021-10-07 13:04:00,452.837.109-04,"Quadra de Carvalho, 78 Vila Vista Alegre 70252-733 Costela / SP",61531-523,São Paulo,43.4,68.0
242,Pietra da Rosa,joao-pedroda-luz@example.org,Pessoa Física,2010-05-06 14:03:00,327.054.819-23,"Esplanada Fernandes, 59 São Marcos 32200-727 Costa / MT",63143-287,Mato Grosso,182.46666666666667,
362,Stella da Rosa,jpires@example.net,Pessoa Física,2019-11-09 10:52:00,084.193.765-66,"Campo da Paz, 142 Vila Aeroporto 27339-168 Melo / AC",53746-671,Acre,66.66666666666667,23.0
424,Rodrigo da Rosa,fribeiro@example.org,Pessoa Física,2022-02-10 12:31:00,518.640.397-01,"Via Yago da Rocha, 460 Conjunto São Francisco De Assis 52195152 Gonçalves do Galho / RR",74607057,Roraima,39.2,
463,Lucas da Rosa,da-cunhafernando@example.org,Pessoa Física,2017-04-02 13:32:00,489.510.627-67,"Lagoa Maria Vitória Mendes, 579 São José 03752876 da Mata da Serra / AL",18035493,Alagoas,98.36666666666666,
560,Leandro da Rosa,joao-pedrooliveira@example.org,Pessoa Física,2020-07-14 13:09:00,874.215.039-60,"Loteamento Matheus da Rocha, 3 Leticia 62507206 Monteiro / RS",59981945,Rio Grande do Sul,58.4,
628,Guilherme da Rosa,vianalucas-gabriel@example.org,Pessoa Física,2020-07-08 10:33:00,607.384.125-62,"Residencial Ferreira, 90 Vila São Dimas 05888019 Martins / AC",65356037,Acre,58.6,69.0
665,Amanda da Rosa,stellacorreia@example.com,Pessoa Física,2019-12-11 14:35:00,257.390.614-07,"Loteamento Lima, 1 Dom Bosco 24558786 Pereira de da Paz / SC",68868-878,Santa Catarina,65.6,30.0
703,Luiz Otávio da Rosa,viniciusrodrigues@example.com,Pessoa Física,2015-03-04 13:12:00,830.294.617-69,"Trecho de Lopes, 22 Estrela 39419543 Ribeiro Grande / RS",20114460,Rio Grande do Sul,123.7,52.0
746,Emanuella da Rosa,cpeixoto@example.net,Pessoa Física,2021-08-27 15:36:00,348.672.519-09,"Praia Santos, 57 Marieta 3ª Seção 73009-630 Oliveira do Galho / RJ",60869553,Rio de Janeiro,44.766666666666666,76.0
770,João Pedro da Rosa,das-neveskamilly@example.net,Pessoa Física,2022-04-04 12:34:00,265.047.391-61,"Favela Azevedo, 11 Conjunto Taquaril 40563793 Viana / SE",21981021,Sergipe,37.43333333333333,18.0
895,Joana da Rosa,valentinamartins@example.net,Pessoa Física,2022-08-15 11:35:00,274.516.890-85,"Residencial Guilherme da Luz, 9 Mangueiras 64912-680 Ramos / AP",11658-609,Amapá,33.0,
907,Miguel da Rosa,ggomes@example.org,Pessoa Física,2022-08-01 12:44:00,315.649.280-98,"Viaduto de Novaes, 61 Vila Maloca 51271851 Farias / PR",77289-010,Paraná,33.46666666666667,63.0
31,Sophia Caldeira,silveirarodrigo@example.org,Pessoa Física,2016-09-25 14:39:00,196.427.385-46,"Condomínio de Cunha, 30 Vila Paquetá 05930604 Barros da Serra / MS",60759944,Mato Grosso do Sul,104.66666666666667,48.0
49,Juliana Caldeira,rpeixoto@example.net,Pessoa Física,2021-05-05 12:58:00,457.380.619-93,"Recanto de Nogueira, 4 Boa Vista 12270-586 Souza / ES",44667-028,Espírito Santo,48.56666666666667,
88,Maysa Caldeira,rafael21@example.net,Pessoa Física,2020-10-07 14:15:00,702.614.935-07,"Ladeira Bianca Gomes, 7 Ipiranga 71245492 Pires de Almeida / RN",26042-921,Rio Grande do Norte,55.56666666666667,
132,Leonardo Caldeira,eduarda83@example.net,Pessoa Física,2022-08-18 11:53:00,316.047.289-22,"Distrito de Silva, 709 Granja De Freitas 49834-233 Farias de Farias / SP",53952-163,São Paulo,32.9,79.0
